n,e_total,temperature,e_pot,e_kin
1415,-4952.015613934995599,632.289994416995114,-5067.663286597528895,115.647672662533481
1415,-4950.184589724867692,629.190329499971085,-5065.265324689741647,115.080734964874793
1415,-4948.353700429844139,637.765508314886461,-5065.002860454995243,116.649160025157755
1415,-4946.522749720846150,643.585272292119271,-5064.236361445937291,117.713611725097891
1415,-4944.691833492533078,649.735051866753224,-5063.530257726887612,118.838424234348452
1415,-4942.860794660777174,649.256150360066613,-5061.611626421459732,118.750831760685926
1415,-4941.029954024250401,652.910021168821117,-5060.449089346549954,119.419135322300320
1415,-4939.198948270709479,656.554854114483646,-5059.284734103269329,120.085785832558997
1415,-4937.368123473073865,663.043834393973043,-5058.640762606970384,121.272639133895936
1415,-4935.537105920810973,664.378843659228551,-5057.053922118834635,121.516816198016983
1415,-4933.706155748682249,670.206536760118070,-5056.288873906337358,122.582718157656004
1415,-4931.875183214287063,669.098409253921318,-5054.255221639167758,122.380038424880595
1415,-4930.044328193881483,677.836283281798956,-5054.022549105084181,123.978220911184650
1415,-4928.213290856403546,680.262231522932439,-5052.635224732457573,124.421933876064699
1415,-4926.382278927485459,678.994360859252652,-5050.572315584245189,124.190036656772634
1415,-4924.551398689729467,683.788824704235708,-5049.618356680433862,125.066957990706101
1415,-4922.720434711146481,687.918316369833974,-5048.542688696757068,125.822253985617309
1415,-4920.889451969423135,686.980673447776894,-5046.540208346852523,125.650756377428380
1415,-4919.058585834437508,692.892194179461740,-5045.790576488140687,126.731990653713098
1415,-4917.227584009462589,698.781170469626886,-5045.036685495757411,127.809101486299241
1415,-4915.396660769495611,696.479625074689579,-5042.784802932058483,127.388142162568485
1415,-4913.565631674774522,697.822315056647312,-5041.199355726807880,127.633724052036555
1415,-4911.734776826075176,702.831630166693571,-5040.284719131163001,128.549942305093367
1415,-4909.903805229062527,712.295782963561237,-5040.184768512407572,130.280963283354424
1415,-4908.072855509734836,715.493998483315181,-5038.938781681641558,130.865926171900412
1415,-4906.241941455643428,721.353015219770782,-5038.179498770924511,131.937557315275598
1415,-4904.411015059414240,728.229391525416759,-5037.606281532075627,133.195266472658091
1415,-4902.580105746010304,731.789229974513887,-5036.426476989144248,133.846371243139856
1415,-4900.749174500737354,735.998923356552496,-5035.365510865181932,134.616336364451797
1415,-4898.918095661654661,730.652666277181424,-5032.556586110245007,133.638490448584037
1415,-4897.087251180255407,735.753952082526212,-5031.658781588632337,134.571530408386877
1415,-4895.256255525947381,741.541505423615831,-5030.886346215567755,135.630090689614292
1415,-4893.425338014278168,746.664662341678081,-5029.992468953609205,136.567130939325921
1415,-4891.594362376065874,744.068720978318993,-5027.686688115732068,136.092325739668297
1415,-4889.763486636275047,754.320529165790504,-5027.730897808150075,137.967411171878780
1415,-4887.932470456981719,751.780323286727707,-5025.435270610826592,137.502800153847232
1415,-4886.101515592476062,757.103991200271366,-5024.578030038290308,138.476514445811063
1415,-4884.270612197450646,767.419661750472073,-5024.633892686730178,140.363280489268533
1415,-4882.439525041510024,750.683683120137516,-5019.741746530296041,137.302221488781839
1415,-4880.608659712515873,760.603453317679282,-5019.725235922750471,139.116576210226469
1415,-4878.777643806512060,755.210033177666560,-5016.907747840374213,138.130104033865820
1415,-4876.946680349297822,756.793469481354009,-5015.366399472677585,138.419719123378258
1415,-4875.115718715423100,761.402380789021095,-5014.378421075849474,139.262702360415403
1415,-4873.284796995339093,764.600813931913194,-5013.132502048199967,139.847705052863347
1415,-4871.453773335783808,768.709304065232686,-5012.052933142436814,140.599159806648288
1415,-4869.622834972467899,763.532380617298145,-5009.275120475256699,139.652285502781439
1415,-4867.791797463296462,762.295025537662809,-5007.217767135564827,139.425969672259754
1415,-4865.960906037063978,768.208672978844788,-5006.468498966941297,140.507592929876381
1415,-4864.129885016207481,764.418395264313858,-5003.944225166022079,139.814340149821675
1415,-4862.299024551389266,771.339928416912244,-5003.379333176787441,141.080308625398175
1415,-4860.467935508354458,758.254772694369194,-4999.154931224955362,138.686995716605452
1415,-4858.637082177247976,774.378627334283237,-5000.273177642256087,141.636095465011920
1415,-4856.806206012179246,782.140840930058857,-4999.862032842523149,143.055826830346007
1415,-4854.975294909941113,786.151647781941733,-4998.764709938772285,143.789415028822759
1415,-4853.144334102198627,790.347821499825272,-4997.701241466585088,144.556907364374609
1415,-4851.313431452723307,800.415401667689139,-4997.711728410532487,146.398296957815944
1415,-4849.482382310465255,795.080855716248834,-4994.904975351664689,145.422593041191107
1415,-4847.651501361535338,800.576885990898063,-4994.079334270127219,146.427832908591057
1415,-4845.820558246130531,802.789468825596146,-4992.653078968329282,146.832520722197472
1415,-4843.989470653650642,796.097378901888078,-4989.597988731879013,145.608518078222858
1415,-4842.158545427254467,796.422252961407821,-4987.826483912614094,145.667938485352124
1415,-4840.327575894067195,792.467367487274714,-4985.272154363015943,144.944578468953154
1415,-4838.496665584809307,805.203590837492129,-4985.770736220279105,147.274070635472668
1415,-4836.665682087500500,801.623984527163088,-4983.285032353380302,146.619350265874232
1415,-4834.834774017589552,804.199562906941196,-4981.925205034403007,147.090431016813483
1415,-4833.003860173189423,792.810949460206302,-4978.011280780854577,145.007420607669701
1415,-4831.172963197115678,804.434785734987486,-4978.306417150970447,147.133453953853291
1415,-4829.342051883201748,803.324650247648947,-4976.272458838709099,146.930406955507294
1415,-4827.511037315516660,810.838488527375830,-4975.815747071134865,148.304709755623861
1415,-4825.680095436494412,814.858986102469657,-4974.720165851947058,149.040070415464186
1415,-4823.849351261447737,795.932619549626565,-4969.427734376589797,145.578383115141918
1415,-4822.018294989003152,800.751993703007543,-4968.478155605674146,146.459860616683386
1415,-4820.187182734547605,805.047876319579473,-4967.432772733357524,147.245589998809805
1415,-4818.356514780802172,807.245404772642587,-4966.004039103184368,147.647524322380008
1415,-4816.525417568596822,800.976846584805116,-4963.026404429094327,146.500986860496710
1415,-4814.694874707949566,824.036284947237618,-4965.413499682387737,150.718624974443941
1415,-4812.863720429199020,822.879153975965778,-4963.370702795074067,150.506982365870556
1415,-4811.032728928298638,820.011000496331803,-4961.015117709441256,149.982388781143129
1415,-4809.201811873069346,831.025110122355159,-4961.198713229057830,151.996901355984591
1415,-4807.370420090992411,825.786082817897295,-4958.409088167750269,151.038668076752231
1415,-4805.539446992665034,822.181958317936278,-4955.918910251870329,150.379463259205068
1415,-4803.708386092795081,815.586260422226587,-4952.881477089345935,149.173090996541987
1415,-4801.877559789458246,809.000689333305218,-4949.846130745650953,147.968570956193417
1415,-4800.047085204101677,820.943240841562442,-4950.199983446486840,150.152898242371123
1415,-4798.215983725161095,828.889717789391284,-4949.822315634036386,151.606331908880804
1415,-4796.384721032874040,822.645173723027142,-4946.848907732294720,150.464186699419542
1415,-4794.553948403249706,835.911883802140210,-4947.444654829511819,152.890706426261829
1415,-4792.723104310109193,826.080556470018109,-4943.815632471356366,151.092528161252943
1415,-4790.891826158478580,820.870354416995951,-4941.031393262542224,150.139567104057704
1415,-4789.060848094448374,823.285041337692405,-4939.642068435234251,150.581220340788974
1415,-4787.230156623364564,825.842916686957437,-4938.279219779499726,151.049063156135077
1415,-4785.398975010806680,830.456779455767901,-4937.291927040583687,151.892952029767116
1415,-4783.568291329458589,809.485392443255932,-4931.625515889360031,148.057224559908320
1415,-4781.737807941656683,823.354884018202824,-4932.331802711150885,150.593994769492213
1415,-4779.907067606121927,823.216783603876706,-4930.475803409553009,150.568735803430400
1415,-4778.075110847429642,810.155282722653965,-4926.254860281104811,148.179749433677699
1415,-4776.244140619571226,821.007517211538925,-4926.408795196319261,150.164654576743999
1415,-4774.413606682453064,824.465022669929454,-4925.210649029069828,150.797042346614489
1415,-4772.582618416842706,832.608957164785465,-4924.869209987652539,152.286591570803608
1415,-4770.751410015226611,836.292543032911908,-4923.711740118135822,152.960330102905544
1415,-4768.920371082060228,836.710659994380990,-4921.957175989124153,153.036804907064493
1415,-4767.089276235263242,837.847492356339899,-4920.334011076416573,153.244734841159101
1415,-4765.258339949300534,842.203085450948151,-4919.299725392086657,154.041385442789107
1415,-4763.427355535858624,830.765407129612186,-4915.376756461718287,151.949400925866371
1415,-4761.596572052106239,851.076769236682708,-4917.260979979552758,155.664407927447314
1415,-4759.765656790335015,859.196492830125294,-4916.915185697922425,157.149528907592867
1415,-4757.934711874950153,860.902125327619842,-4915.396205910067692,157.461494035136553
1415,-4756.103696942788702,863.524733411226975,-4914.044873598009872,157.941176655220715
1415,-4754.272698501945342,856.492193302382930,-4910.927603187543355,156.654904685594346
1415,-4752.441502931981631,868.177146909737530,-4911.233619501027533,158.792116569053320
1415,-4750.610507611059802,860.153703259439453,-4907.935113080628980,157.324605469575062
1415,-4748.779628951677296,877.354640342883840,-4909.250335670490131,160.470706718811584
1415,-4746.948885226392122,885.169272009435986,-4908.848910727606381,161.900025501224320
1415,-4745.117905045055522,881.891034081938301,-4906.418331327416126,161.300426282358302
1415,-4743.287584249512292,885.887331649510429,-4905.318944940187066,162.031360690679492
1415,-4741.456135020879628,887.662819217786932,-4903.812237534021733,162.356102513142844
1415,-4739.625595642654844,886.012131572013573,-4901.679782600889666,162.054186958236158
1415,-4737.794341790291583,898.581580029386373,-4902.147517303747918,164.353175513459888
1415,-4735.963422016646291,897.366678544780825,-4900.094388527193587,164.130966510550081
1415,-4734.132421546777550,914.459107733362657,-4901.389642898080638,167.257221351308004
1415,-4732.301469049998559,905.602762412189122,-4897.938839172072221,165.637370122072610
1415,-4730.470358814905921,905.657774630485164,-4896.117790831155617,165.647432016251145
1415,-4728.639433101901886,909.605587585009289,-4895.008931550225498,166.369498448313976
1415,-4726.808468204061683,925.118788129199402,-4896.015375996697912,169.206907792639981
1415,-4724.977437254100550,916.325653957359350,-4892.576055319944317,167.598618065834785
1415,-4723.146860668136469,914.841592670643877,-4890.474039623096360,167.327178954963813
1415,-4721.315714860933440,920.927640223331650,-4889.756049553611774,168.440334692673389
1415,-4719.484697160101859,927.245215264334774,-4889.080534639183497,169.595837479075215
1415,-4717.653851558082351,938.356009389291444,-4889.281885487093859,171.628033929010996
1415,-4715.822906262986180,948.266039468378608,-4889.263513417550712,173.440607154558876
1415,-4713.991780076793475,946.939135500091538,-4887.189692649532844,173.197912572746276
1415,-4712.160783464631095,954.251754939499733,-4886.696195328371687,174.535411863739000
1415,-4710.329923513122594,953.498845968253363,-4884.727626143724592,174.397702630601799
1415,-4708.498913837773216,950.789651253961210,-4882.401096902568497,173.902183064794940
1415,-4706.667870789141489,943.232400784347988,-4879.187810838465339,172.519940049319047
1415,-4704.837157484273121,953.499249645508939,-4879.234933948619982,174.397776464341831
1415,-4703.006081790442295,949.074102586373442,-4876.594486031439374,173.588404240999779
1415,-4701.175371983110381,970.343584420443676,-4878.654026100863121,177.478654117745663
1415,-4699.344555937045698,976.610805757017715,-4877.969503002686906,178.624947065657864
1415,-4697.513452822432555,975.063919874239332,-4875.855469976499990,178.342017154070390
1415,-4695.682635699081402,972.023099735932988,-4873.468478036078523,177.785842336999650
1415,-4693.851254057856750,976.885658402512263,-4872.526472469038708,178.675218411174882
1415,-4692.020272962446143,994.946610585091207,-4873.998891877233291,181.978618914784988
1415,-4690.189641751996533,992.011531853797919,-4871.631426259538785,181.441784507547226
1415,-4688.358387480395322,991.646215946339112,-4869.733354649608373,181.374967169209839
1415,-4686.527856293861078,985.921565110794745,-4866.855768232422633,180.327911938568434
1415,-4684.697303104294406,996.064863682906662,-4866.880453751910864,182.183150647616344
2057,-7303.706923352078775,500.970090368721571,-7436.908767462795367,133.201844110712017
2057,-7301.045154579552218,498.296123958361079,-7433.536023596537234,132.490869016993599
2057,-7298.383570810588935,509.962329107503251,-7433.976341656683871,135.592770846094510
2057,-7295.721844852832874,509.888347063606147,-7431.294944774734176,135.573099921886495
2057,-7293.060261371335400,517.049874420450124,-7430.537524174243117,137.477262802905642
2057,-7290.398558226404020,518.875334600875476,-7428.361188653156205,137.962630426757869
2057,-7287.736947915278506,523.468970804342462,-7426.920970247930200,139.184022332660362
2057,-7285.075284337334779,527.544929711683267,-7425.343054489303540,140.267770151971462
2057,-7282.413620592545158,532.758359048411194,-7424.067578094086457,141.653957501563269
2057,-7279.752032830608186,539.213358921729423,-7423.122296162379826,143.370263331772946
2057,-7277.090350585027409,543.858270022878401,-7421.695639193369061,144.605288608327726
2057,-7274.428681721139583,548.341829745967630,-7420.226094240204475,145.797412519071599
2057,-7271.766951517744928,551.640461241192497,-7418.441429966795113,146.674478449060103
2057,-7269.105392037576166,558.216871283331784,-7417.528457801709010,148.423065764115620
2057,-7266.443690415743731,559.118837503420650,-7415.106578009851546,148.662887594103836
2057,-7263.782110450041728,563.785379213517444,-7413.685774636111091,149.903664186069477
2057,-7261.120522693685416,568.478264273428067,-7412.271967847513224,151.151445153830508
2057,-7258.458761803992275,572.540293719531633,-7410.690251103083028,152.231489299090669
2057,-7255.797075181834771,575.197753220360255,-7408.735150588490797,152.938075406654832
2057,-7253.135469619665855,584.344392859618893,-7408.505525080193365,155.370055460531916
2057,-7250.473685407570883,582.871429325081522,-7405.452097808216422,154.978412400635904
2057,-7247.812100461821501,588.940925130375035,-7404.404317857251954,156.592217395445601
2057,-7245.150486890693173,592.176301453021665,-7402.602951436324474,157.452464545632523
2057,-7242.488826993690054,599.184453217535292,-7401.804673718792401,159.315846725103654
2057,-7239.827246111743989,605.356121240682114,-7400.784064179702909,160.956818067958494
2057,-7237.165552122849476,606.750311517606406,-7398.493068401118762,161.327516278285970
2057,-7234.503819647537966,611.799955379837343,-7397.173974713002281,162.670155065476905
2057,-7231.842195296414502,614.244110777731407,-7395.162221507007416,163.320026210584160
2057,-7229.180549513606820,619.096689820599863,-7393.790817376608175,164.610267862990042
2057,-7226.518870748363952,622.459114932854618,-7392.023166486953414,165.504295738599751
2057,-7223.857258126438865,630.795403590757928,-7391.578071464835375,167.720813338392389
2057,-7221.195573264652012,631.895095477901350,-7389.208781279151481,168.013208014515982
2057,-7218.533960497559747,634.732232862001297,-7387.301528779943510,168.767568282370775
2057,-7215.872296091903081,639.089505488542954,-7385.798410084500574,169.926113992597237
2057,-7213.210634452075283,646.632635600515187,-7385.142374849501721,171.931740397443377
2057,-7210.548985798033755,648.475103851677432,-7382.970616058145424,172.421630260109026
2057,-7207.887324500004070,652.074777320420594,-7381.266064083498350,173.378739583501812
2057,-7205.225551258392443,657.050968722988500,-7379.927399514863282,174.701848256480787
2057,-7202.563905128039551,656.850329069075542,-7377.212405744773605,174.648500616738062
2057,-7199.902359180817257,663.081049591531155,-7376.207532480586451,176.305173299768938
2057,-7197.240659848206633,668.346351376382927,-7374.945812749606375,177.705152901396417
2057,-7194.579020008131010,672.063535842112401,-7373.272526975463734,178.693506967346337
2057,-7191.917255416731678,670.728588398582019,-7370.255816121440148,178.338560704709408
2057,-7189.255649442749927,678.434297064930206,-7369.643064209352815,180.387414766599818
2057,-7186.594130143638722,686.042175214730491,-7369.004387029563986,182.410256885930494
2057,-7183.932312849286063,682.903324931441944,-7365.507987682998646,181.575674833709712
2057,-7181.270702034210444,688.528905702470979,-7364.342150262989890,183.071448228770464
2057,-7178.609085060532379,696.096532778169262,-7363.692673138368264,185.083588077844325
2057,-7175.947439797335392,703.433972042100322,-7362.981963589283623,187.034523791963807
2057,-7173.285718483949495,695.646161684305298,-7358.249558374449407,184.963839890497042
2057,-7170.624114000527697,706.956977946878851,-7358.595362144604223,187.971248144078430
2057,-7167.962473896067422,709.361887281222494,-7356.573158135061021,188.610684238991666
2057,-7165.300843572746999,714.857434765980429,-7355.372726940071516,190.071883367324688
2057,-7162.639286567204181,722.809327831666451,-7354.825481429123101,192.186194861930801
2057,-7159.977530318291429,718.678815682861455,-7351.065472318591674,191.087942000293026
2057,-7157.315887171382201,723.192291617982505,-7349.603907438758142,192.288020267370399
2057,-7154.654272104952724,731.744187016734372,-7349.216137177950259,194.561865072990514
2057,-7151.992533983007888,728.718498974313661,-7345.749905465057964,193.757371482049933
2057,-7149.330856481255978,736.272045000219464,-7345.096623832777368,195.765767351522214
2057,-7146.669225877200915,741.040628990257687,-7343.702901619833028,197.033675742625462
2057,-7144.007576259261441,743.716402192828696,-7341.752707499638746,197.745131240382193
2057,-7141.345819913828564,744.955413066263077,-7339.420389051580059,198.074569137748398
2057,-7138.684276861363287,754.417625456973155,-7339.274733003220717,200.590456141865758
2057,-7136.022636401768978,758.085582588652869,-7337.588357661145892,201.565721259388340
2057,-7133.360874621891526,757.200505025392204,-7334.691264539421354,201.330389917509876
2057,-7130.699279113451666,762.182483233213929,-7333.354316344960353,202.655037231509937
2057,-7128.037703885948758,770.890485728065869,-7333.008092898195173,204.970389012254458
2057,-7125.375854665458974,764.919565196752501,-7328.758648647372866,203.382793981932224
2057,-7122.714302379609762,771.414347971942220,-7327.823979980707918,205.109677601105659
2057,-7120.052654453570540,780.170196080158917,-7327.490405401143107,207.437750947579417
2057,-7117.390881010818703,775.165231621323073,-7323.497872880277100,206.106991869457687
2057,-7114.729279585499171,784.618283578882142,-7323.349722811511128,208.620443225993682
2057,-7112.067603534474983,783.762336042260813,-7320.460460737796893,208.392857203331289
2057,-7109.405910765786757,780.834989304706596,-7317.020422133130523,207.614511367341692
2057,-7106.744290480434756,782.172681260000445,-7314.714477842665474,207.970187362221736
2057,-7104.082628645435761,792.005244434601309,-7314.667174773520856,210.584546128087624
2057,-7101.420936584089759,791.276267475682630,-7311.811656619343012,210.390720035255129
2057,-7098.759168901086014,788.676229367505698,-7308.458570477563626,209.699401576477612
2057,-7096.097610044164867,793.752291921024948,-7307.146674816015548,211.049064771844371
2057,-7093.435877951131260,789.173740852469109,-7303.267561770681823,209.831683819544310
2057,-7090.774160713254787,784.579783389708041,-7299.384367207943797,208.610206494709814
2057,-7088.112643869438216,792.664888942852258,-7298.872581436332439,210.759937566909116
2057,-7085.450783823895108,790.190327633107358,-7295.552765684154110,210.101981860251698
2057,-7082.789145402963186,795.062512203366850,-7294.186581786505485,211.397436383552190
2057,-7080.127513373234251,788.962377833226242,-7289.902998340816339,209.775484967594537
2057,-7077.465842149250420,804.937709521684155,-7291.488973198082022,214.023131048853571
2057,-7074.804253203787084,808.744903414341479,-7289.839670728712008,215.035417524910372
2057,-7072.142695518746223,816.905603956749360,-7289.347943902595034,217.205248383842729
2057,-7069.480867311608563,805.731507170070245,-7283.715059484968151,214.234192173357627
2057,-7066.818926330678551,789.320829438872124,-7276.689719213485660,209.870792882806256
2057,-7064.157344644801015,798.943134749381898,-7276.586591288803902,212.429246644013233
2057,-7061.495699969951602,798.926225830214548,-7273.920450738344698,212.424750768394858
2057,-7058.833957548167746,795.157456692094797,-7270.256638514649239,211.422680966472058
2057,-7056.172413973028597,806.691624787851651,-7270.661889724594403,214.489475751579903
2057,-7053.510645023326106,805.087197976988591,-7267.573523231356376,214.062878208020777
2057,-7050.849062466880241,807.602099841755148,-7265.580622443702850,214.731559976822808
2057,-7048.187405825846326,804.683998189894623,-7262.143078122334373,213.955672296493987
2057,-7045.525734513432326,811.455080198393944,-7261.281755029297528,215.756020515871313
2057,-7042.864125522462928,813.373599116178525,-7259.130256846800876,216.266131324327148
2057,-7040.202394809468387,816.684413758558549,-7257.348831414199594,217.146436604726659
2057,-7037.540800299247167,828.312039626357432,-7257.778880972159641,220.238080672899514
2057,-7034.879189478963781,834.620522820626206,-7256.794618982024076,221.915429503045118
2057,-7032.217454330631881,832.594998325923711,-7253.594321545885578,221.376867215250456
2057,-7029.555711904214149,824.577566293827999,-7248.800841612103795,219.245129707884360
2057,-7026.894107192423689,822.782369632060977,-7245.661915977385434,218.767808784967713
2057,-7024.232276991499020,821.426379295667516,-7242.639544464978826,218.407267473467073
2057,-7021.570762349455435,830.048203148106040,-7242.270467752504373,220.699705403039616
2057,-7018.908994771905782,828.329826197502030,-7239.151804677375367,220.242809905487405
2057,-7016.247317713105076,829.998854630541587,-7236.933901946506012,220.686584233392296
2057,-7013.585724816798574,827.011082893528169,-7233.477896942965344,219.892172126156140
2057,-7010.924050929298573,834.409193420990050,-7232.783290519416369,221.859239590139083
2057,-7008.262132905719227,820.608045100562435,-7226.451815285816338,218.189682380100066
2057,-7005.600546635607316,820.195696803922260,-7223.680590626931917,218.080043991332985
2057,-7002.938744827308255,824.763958739566306,-7222.233434015849525,219.294689188535813
2057,-7000.277016515557079,809.117450441991764,-7215.411489756683295,215.134473241119821
2057,-6997.615489809432802,821.561112318357004,-7216.058581152279658,218.443091342855070
2057,-6994.953968736858769,820.596298570077124,-7213.140527857603047,218.186559120742373
2057,-6992.292167708638772,819.430380158854859,-7210.168723327295083,217.876555618650883
2057,-6989.630796925886898,821.427208524371849,-7208.038284881155960,218.407487955278100
2057,-6986.969104302850610,819.816545137838943,-7204.948336485074833,217.979232182223313
2057,-6984.307301122345962,812.140532144906956,-7200.245574960485101,215.938273838135984
2057,-6981.645343133743154,819.495209782203233,-7199.539136159472037,217.893793025732066
2057,-6978.983751180492618,813.896887522278234,-7195.389018517182194,216.405267336704583
2057,-6976.322173056203610,823.013501887814186,-7195.151437092297783,218.829264036072033
2057,-6973.660694829413842,819.447186210491509,-7191.541718972471244,217.881024143046346
2057,-6970.998925137922924,822.882183291928982,-7189.793273159083583,218.794348021175921
2057,-6968.337059382885855,819.572095131014521,-7186.251295286242566,217.914235903348214
2057,-6965.675473926724408,819.217582607720942,-7183.495449268863013,217.819975342146705
2057,-6963.013772167242678,824.248223999426159,-7182.171333771158970,219.157561603916918
2057,-6960.352083417109498,822.606210014382782,-7179.073053505732787,218.720970088637955
2057,-6957.690385934208280,829.592945792038449,-7178.269043952310312,220.578658018097286
2057,-6955.028780659586118,827.472858053276013,-7175.043733175288253,220.014952515695342
2057,-6952.366987199737196,827.246776057305965,-7172.321827266872788,219.954840067143095
2057,-6949.705317718731749,829.004012087452452,-7170.127385439273894,220.422067720556782
2057,-6947.043576209654020,838.446712169475632,-7169.976342849139655,222.932766639496805
2057,-6944.382000134608461,842.555369444530129,-7168.407208691055530,224.025208556444966
2057,-6941.720598550957220,849.240936567319977,-7167.523417960426741,225.802819409471653
2057,-6939.058778519955013,844.445399500824124,-7163.586523043640227,224.527744523687602
2057,-6936.397069571078646,847.410585763550785,-7161.713220999517944,225.316151428450922
2057,-6933.735303500856389,854.270296929159372,-7160.875368561863979,227.140065061006709
2057,-6931.074060561882106,856.335420288552314,-7158.763216766404184,227.689156204521169
2057,-6928.412488166764888,856.556831752860830,-7156.160514982365385,227.748026815601889
2057,-6925.750514611188919,856.880131415776646,-7153.584502868651725,227.833988257469514
2057,-6923.089065796080831,873.577862811602245,-7155.362777416590689,232.273711620499768
2057,-6920.427924032156625,878.199082376146521,-7153.930361638253999,233.502437606086602
2057,-6917.765656413228498,875.240450460398847,-7150.481429835576819,232.715773422337719
2057,-6915.103914274232920,881.903682507766007,-7149.591359925145298,234.487445650901492
2057,-6912.442205781174380,878.397890186561540,-7145.997503962127666,233.555298180958943
2057,-6909.780551221513633,887.121960415512376,-7145.655473397992864,235.874922176460302
2057,-6907.119277642028464,880.882478475062499,-7141.335197581144712,234.215919939117839
2057,-6904.457986797015110,909.449276455200675,-7146.269470312577141,241.811483515561719
2057,-6901.796022586700929,907.735876755204799,-7143.151933995021864,241.355911408312522
2057,-6899.133786466612037,894.884730038860198,-7137.072734518305879,237.938948051688612
2057,-6896.472398697768767,916.102432059123657,-7140.052875238335218,243.580476540565883
2057,-6893.810618654895734,916.865034781432314,-7137.593861969145109,243.783243314248097
2057,-6891.148989449921828,918.742613328541097,-7135.431458026802829,244.282468576885378
2057,-6888.487442937849664,915.483917019807109,-7131.903463864338846,243.416020926486055
2057,-6885.825508194997383,912.516785504116228,-7128.452604997652998,242.627096802656268
2057,-6883.163793098188762,912.756266819625694,-7125.854565065227689,242.690771967041172
2057,-6880.501961314510481,924.017620657853286,-7126.186990079072530,245.685028764550481
2057,-6877.840662481423351,938.538590417545038,-7127.386640207705568,249.545977726279972
2057,-6875.178913489890874,923.342748655300852,-7120.684502010388314,245.505588520497355
2057,-6872.517945219752619,936.240045861278531,-7121.452767949855115,248.934822730100421
2057,-6869.855341017758292,945.564623574562461,-7121.269455367933006,251.414114350183183
2057,-6867.193619791877609,932.165540787152395,-7115.045081259196195,247.851461467329784
2057,-6864.532325613657122,934.551826524062221,-7113.018271388220455,248.485945774562282
2057,-6861.870885440788697,943.811567411977649,-7112.818883513417859,250.947998072633652
2057,-6859.208913914237201,942.203160204927826,-7109.729256104455089,250.520342190219452
2057,-6856.547425446128727,957.309679849692657,-7111.084407179230766,254.536981733103602
2057,-6853.885379059108345,953.608954167967227,-7107.438382916423507,253.553003857317009
2057,-6851.224044696465171,963.919620259467933,-7107.518529060896071,256.294484364440336
2057,-6848.562211771138209,964.608347793128587,-7105.039820396556024,256.477608625422988
2057,-6845.900712265368384,966.496969926622796,-7102.880482508504429,256.979770243145367
2057,-6843.238548106169219,969.976907596198316,-7101.143591382367958,257.905043276185665
2057,-6840.577173846319056,984.513516285392029,-7102.347324285075956,261.770150438753149
2057,-6837.915503201160391,988.289791058300921,-7100.689719098681053,262.774215897530837
2057,-6835.253759667095437,990.059672631971466,-7098.498565514011716,263.244805846917643
2057,-6832.592281914774503,991.413670457020203,-7096.197099288707250,263.604817373924220
2057,-6829.930858542791611,1006.583348587464684,-7097.569108531532947,267.638249988741563
2057,-6827.269095779775853,998.905129455258702,-7092.865800838882933,265.596705059096735
2057,-6824.607248278423867,1007.215619345264258,-7092.413611359234892,267.806363080790504
2869,-10208.545841565648516,498.621128147954948,-10393.457959627970922,184.912118062334685
2869,-10204.833790654509357,513.582781377432980,-10395.294391988411007,190.460601333898467
2869,-10201.121496260968343,516.905747431425084,-10392.814409377511765,191.692913116543878
2869,-10197.409024674920147,517.218331353720373,-10389.217858581570908,191.808833906660965
2869,-10193.696741143248801,523.522364312793229,-10387.843406363068425,194.146665219840031
2869,-10189.984353986501446,527.855897790674135,-10385.738096822702573,195.753742836196466
2869,-10186.272049586696085,533.379218222516556,-10384.074098886721913,197.802049300029154
2869,-10182.559563637127212,536.296029067171844,-10381.443303304487927,198.883739667374442
2869,-10178.847303382010068,542.474379187845557,-10380.022265266945396,201.174961884907617
2869,-10175.134977952799090,547.627510677851888,-10378.220962866376794,203.085984913575288
2869,-10171.422665257583503,552.933943350295635,-10376.476524473755489,205.053859216177244
2869,-10167.710195065972584,554.789915472294524,-10373.452335858590232,205.742140792648797
2869,-10163.997853217049851,560.213615091687871,-10371.751356400380246,207.753503183329798
2869,-10160.285526447631128,563.750153558963234,-10369.350544088891183,209.065017641254542
2869,-10156.573197895200792,567.359383509501299,-10366.976687408296129,210.403489513087862
2869,-10152.860812960350813,573.430301788177076,-10365.515683921441450,212.654870961088761
2869,-10149.148500463035816,577.041479795295345,-10363.142565726768225,213.994065263737184
2869,-10145.436031186480250,578.396389147272998,-10359.932560433207982,214.496529246736969
2869,-10141.723798066375821,587.882145818256049,-10359.738091119015735,218.014293052635736
2869,-10138.011415967381254,590.697785695770563,-10357.069880444118098,219.058464476709986
2869,-10134.298900379913903,591.343062913522203,-10353.596663936288678,219.297763556384467
2869,-10130.586633274482665,596.850188768312819,-10351.926697585409784,221.340064310922372
2869,-10126.874446323123266,605.374576280791075,-10351.375753632259148,224.501307309130965
2869,-10123.161896613355566,605.875212632945477,-10347.848863380204421,224.686966766843710
2869,-10119.449638234758822,612.224965597083951,-10346.491391438616120,227.041753203857837
2869,-10115.737348785945869,614.821280496389591,-10343.741937417500594,228.004588631570954
2869,-10112.025075401523281,622.364807122357547,-10342.827157775969681,230.802082374462515
2869,-10108.312508680424799,620.876295385420690,-10338.562581036669144,230.250072356234597
2869,-10104.600250969016997,627.186716846051809,-10337.190523794644832,232.590272825648498
2869,-10100.887890270609205,631.339077689881947,-10335.018053396226605,234.130163125611574
