n,e_total,temperature,e_pot,e_kin
561,-1892.800962113696642,738.172008610150783,-1946.329401530877931,53.528439417181417
561,-1892.075221439348525,754.613866449811212,-1946.795939866042090,54.720718426694781
561,-1891.348898310870482,735.299957662927227,-1944.669071357421899,53.320173046554508
561,-1890.623053838467513,743.277604401438566,-1944.521724816601818,53.898670978138433
561,-1889.897110471750466,738.261833685994930,-1943.432063541676371,53.534953069926736
561,-1889.171366488456442,752.310537749003970,-1943.725059358258704,54.553692869804294
561,-1888.445353151197423,765.660424170824058,-1943.967111157878207,55.521758006684877
561,-1887.719289838434634,763.589078433065083,-1943.090844500175081,55.371554661743033
561,-1886.993507586015539,775.789674011764760,-1943.249786720744396,56.256279134725503
561,-1886.267497713085504,773.687130953415704,-1942.371311233553570,56.103813520467462
561,-1885.541632414046944,768.406737818791385,-1941.262538968778472,55.720906554734853
561,-1884.815860443358360,779.601967834087304,-1941.348587528600547,56.532727085241604
561,-1884.089948292027884,775.454014998412504,-1940.321887160595452,56.231938868566061
561,-1883.363820324743529,779.305842487137511,-1939.875073922086585,56.511253597342950
561,-1882.638079387367043,776.294374121459441,-1938.930956779586495,56.292877392219140
561,-1881.912270574273634,798.558668356335374,-1939.819640132565837,57.907369558295166
561,-1881.186186056633233,783.656558489293275,-1938.012931213160300,56.826745156527359
561,-1880.460313710522314,808.836772955128140,-1939.112998578700171,58.652684868172486
561,-1879.734401708309406,809.916726330218580,-1938.465399243634920,58.730997535325564
561,-1879.008290566385540,803.623254374076510,-1937.282917867674314,58.274627301289534
561,-1878.282336858561621,806.037074405144494,-1936.732001980020868,58.449665121458807
561,-1877.556403526015856,811.578939310668261,-1936.407936201908569,58.851532675894994
561,-1876.830610829589659,808.707013445408620,-1935.473886205157214,58.643275375569402
561,-1876.105307879543716,824.252866408307113,-1935.875888596963023,59.770580717422774
561,-1875.379116719230751,809.832249477535925,-1934.103988427460081,58.724871708230630
561,-1874.653100398124479,817.526722156777055,-1933.935935710846934,59.282835312720700
561,-1873.927207987787597,822.506648110819356,-1933.571161930888593,59.643953943099248
561,-1873.201227794472970,845.222260612694754,-1934.492401184325217,61.291173389851515
561,-1872.475925794922432,833.188987178328034,-1932.894508053560912,60.418582258639965
561,-1871.749608187770946,828.119023812114733,-1931.800542765749924,60.050934577977088
561,-1871.023129995833870,844.043503362076535,-1932.228825969391437,61.205695973556708
561,-1870.297267544231318,850.146370747116748,-1931.945512088148689,61.648244543917940
561,-1869.571230994123198,832.080215678607942,-1929.909410843354408,60.338179849231324
561,-1868.845512623355944,863.547241344902659,-1931.465519414504797,62.620006791150182
561,-1868.119671960941332,854.427458341209899,-1930.078358969825786,61.958687008881391
561,-1867.393605972637260,878.101239952285482,-1931.068993926502117,63.675387953868551
561,-1866.667731119508062,885.964142148228120,-1930.913296320591371,64.245565201081149
561,-1865.941699574654194,874.430620180551841,-1929.350913051867565,63.409213477211537
561,-1865.215688522763685,884.312160306880628,-1929.341460492893930,64.125771970124930
561,-1864.489689640591678,867.938715592633343,-1927.428143569369695,62.938453928782181
561,-1863.763892482401843,887.062404187335233,-1928.089098000835975,64.325205518431034
561,-1863.038067572555065,891.455197107355730,-1927.681815851953388,64.643748279398537
561,-1862.312255686384560,895.809985080395677,-1927.271790803361455,64.959535116979026
561,-1861.586340244654821,886.516845015435024,-1925.871984616443342,64.285644371786532
561,-1860.860517608712371,913.569351576491044,-1927.107870690186928,66.247353081471772
561,-1860.134587718137027,902.687263470058269,-1925.592827710597021,65.458239992458118
561,-1859.409117970373472,894.379765788759642,-1924.264940936509902,64.855822966135264
561,-1858.682819875042924,895.311662418147307,-1923.606219194233518,64.923399319190494
561,-1857.957279089465828,915.929846332298098,-1924.375803116265160,66.418524026802956
561,-1857.231574051964344,916.327071997634675,-1923.678902842038724,66.447328790074621
561,-1856.505481848955014,918.011868313449554,-1923.074983406986803,66.569501558033352
561,-1855.779468914018025,931.872874482985139,-1923.354099385573591,67.574630471555977
561,-1855.053326569282035,940.268446766031957,-1923.236760784523995,68.183434215241348
561,-1854.327555771626066,932.661070094975116,-1921.959342137168278,67.631786365538730
561,-1853.601955944953261,938.175641784671143,-1921.633630701219545,68.031674756266838
561,-1852.875904351753888,929.914201185866091,-1920.308501904561126,67.432597552805291
561,-1852.149646874007658,942.051008770495969,-1920.462343322373499,68.312696448366367
561,-1851.423468401791752,921.591745785014268,-1918.252564271343317,66.829095869552035
561,-1850.697534395033927,952.210367084951713,-1919.746935283163793,69.049400888130577
561,-1849.971881282559252,935.027998122473264,-1917.775305101219601,67.803423818662111
561,-1849.245969707304539,933.703806648363980,-1916.953369967403887,67.707400260098936
561,-1848.519985430261158,958.356366145023117,-1918.015062576100718,69.495077145842544
561,-1847.794160250670984,939.996956358012540,-1915.957907377143329,68.163747126475371
561,-1847.068081615298524,958.137342271935154,-1916.547276275773129,69.479194660480232
561,-1846.342066643860107,964.924331653716990,-1916.313418885108831,69.971352241247573
561,-1845.616243580868286,984.565087473121707,-1917.011842468864643,71.395598887996286
561,-1844.890350821847505,980.894335245092179,-1916.019765628137520,71.129414806289446
561,-1844.164695973733160,961.463388814494351,-1913.885078431604143,69.720382457871068
561,-1843.438293544510088,964.033508294560193,-1913.345047855117400,69.906754310608576
561,-1842.712993096742821,983.805515370922194,-1914.053511720543383,71.340518623801401
561,-1841.986319878161794,994.969224034396916,-1914.136373266073406,72.150053387912806
561,-1841.261019842139376,1005.382729112123911,-1914.166207086623899,72.905187244482448
923,-3247.420838040542094,518.642903382941881,-3309.298556029377778,61.877717988833744
923,-3246.226520831170092,519.142657743251220,-3308.163863002979724,61.937342171810528
923,-3245.032257840224702,525.824502701647361,-3307.766790748248241,62.734532908025713
923,-3243.837925215235373,529.792299505065671,-3307.045843973213323,63.207918757976728
923,-3242.643593749422962,532.837045457418981,-3306.214771948838461,63.571178199412238
923,-3241.449222691308933,539.190500676665124,-3305.778412439219210,64.329189747910974
923,-3240.254975266609563,543.051224747658580,-3305.044776340235785,64.789801073621717
923,-3239.060609045866386,544.300619366892420,-3303.999471617109975,64.938862571236626
923,-3237.866364094562414,552.788213648101078,-3303.817855898571452,65.951491804010615
923,-3236.672021470399613,556.371809001563634,-3303.051061210036096,66.379039739634948
923,-3235.477684395764754,557.667788825881075,-3302.011343573095928,66.533659177335295
923,-3234.283389847016224,565.463536551987204,-3301.747136134697485,67.463746287679754
923,-3233.089074451868782,563.776788629931389,-3300.351579940618649,67.262505488743798
923,-3231.894759030083605,567.445706594200260,-3299.594992037391421,67.700233007305016
923,-3230.700418865720621,575.811420069290762,-3299.398739875016417,68.698321009301466
923,-3229.506125893214630,575.506166131132659,-3298.168027977325437,68.661902084107965
923,-3228.311812461086902,583.307002821633660,-3297.904408804506602,69.592596343420723
923,-3227.117461145081961,585.375761030967169,-3296.956874780765702,69.839413635683457
923,-3225.923117683331384,589.311877414170795,-3296.232137473734838,70.309019790404676
923,-3224.728784483963864,594.734297044895357,-3295.684736779442119,70.955952295483698
923,-3223.534476611874197,600.487416164101887,-3295.176816169368067,71.642339557494680
923,-3222.340159862938435,603.781055684943681,-3294.375453601616755,72.035293738682185
923,-3221.145899111343624,613.061788320143251,-3294.288449023748854,73.142549912409805
923,-3219.951568115421651,612.464274312146927,-3293.022830436622371,73.071262321197892
923,-3218.757245893410072,617.656141921326025,-3292.447934254491884,73.690688361081257
923,-3217.562929480918683,622.928121297846019,-3291.882601774831528,74.319672293909633
923,-3216.368576940496951,625.277517698593329,-3290.968548621480750,74.599971680985320
923,-3215.174297659611511,625.314588485305421,-3289.778692144180695,74.604394484557574
923,-3213.979949718060197,634.972756590206586,-3289.736631062004562,75.756681343947065
923,-3212.785591601695614,634.687611614320872,-3288.508253159989181,75.722661558293623
923,-3211.591293490132102,638.789957721076235,-3287.803393569282889,76.212100079153885
923,-3210.397023928931958,647.410129935061036,-3287.637570713505738,77.240546784570981
923,-3209.202692576220215,652.730116682289918,-3287.077950907985723,77.875258331768947
923,-3208.008403229306623,654.008376497463132,-3286.036166878014683,78.027763648710064
923,-3206.814031016578156,663.225518640831751,-3285.941464049542446,79.127433032963353
923,-3205.619665514974258,655.886091887260704,-3283.871453714285508,78.251788199311932
923,-3204.425455550244351,667.467997943734190,-3284.059045972357580,79.633590422114906
923,-3203.231054895088619,662.637909124017142,-3282.288382011759495,79.057327116673221
923,-3202.036679612805983,665.737549913529733,-3281.463815508092466,79.427135895293347
923,-3200.842456326948195,675.360014333190634,-3281.417619382808425,80.575163055857544
923,-3199.648144436696384,678.036137733431929,-3280.542587690893015,80.894443254204660
923,-3198.453806786991663,683.886097576949055,-3280.046191077476578,81.592384290478392
923,-3197.259465083846408,688.702080972222461,-3279.426429804189411,82.166964720342449
923,-3196.065150716163771,687.890858544832440,-3278.135330939378036,82.070180223223261
923,-3194.870819758026300,678.140129892846858,-3275.777670002607920,80.906850244585556
923,-3193.676487844710209,690.303504610147002,-3276.034513581406372,82.358025736702118
923,-3192.482198008557589,698.939436784947361,-3275.870550723992892,83.388352715433555
923,-3191.287939236769489,705.009088019803130,-3275.400443704694226,84.112504467922804
923,-3190.093617303423798,708.495630952474585,-3274.622090675841264,84.528473372417054
923,-3188.899261053838472,710.338586753809523,-3273.647611915362631,84.748350861527442
923,-3187.704873929440964,704.901225406896401,-3271.804509634864644,84.099635705428710
923,-3186.510636456855991,719.232764033497119,-3272.320124740424490,85.809488283567774
923,-3185.316260596051961,719.805974544231731,-3271.194136893996074,85.877876297941498
923,-3184.121919733745472,712.458587457782869,-3269.123201474772486,85.001281741022893
923,-3182.927609454839057,715.982223088737783,-3268.349285518125271,85.421676063292452
923,-3181.733288238947353,716.694681935420704,-3267.239965614908670,85.506677375960678
923,-3180.538956700002018,718.750008751851965,-3266.290848909311535,85.751892209312317
923,-3179.344643465379249,722.963495525895951,-3265.599234052810971,86.254590587432176
923,-3178.150346412551244,728.458439396537983,-3265.060522153030433,86.910175740481037
923,-3176.956005644042762,734.664487486037956,-3264.606606233690400,87.650600589644895
923,-3175.761672278135393,733.629643902524549,-3263.288808806079942,87.527136527945643
923,-3174.567338115884013,737.383802838338852,-3262.542372005191737,87.975033889310012
923,-3173.373069605591354,747.139376589942458,-3262.512011527738650,89.138941922146415
923,-3172.178710727877387,736.620221434306018,-3260.062644026644193,87.883933298764944
923,-3170.984301338387468,738.825421332563451,-3259.131330375134439,88.147029036744499
923,-3169.790108852392677,753.369040428462313,-3259.672293147375512,89.882184294983105
923,-3168.595819698834475,754.573680150321820,-3258.621725919840173,90.025906220996433
923,-3167.401453797669092,765.628528279668330,-3258.746280552426015,91.344826754749334
923,-3166.207059374691653,752.635076319597488,-3256.001676629140093,89.794617254450756
923,-3165.012818596499983,765.039319374410411,-3256.287348616758209,91.274530020255966
923,-3163.818419153901687,762.195823592346301,-3254.753700282566570,90.935281128663220
923,-3162.624081337488406,765.086866141753603,-3253.904284018916314,91.280202681429643
923,-3161.429717084473850,744.489349187597099,-3250.252492242945209,88.822775158472467
923,-3160.235457642410438,766.166471526760574,-3251.644464780838007,91.409007138440117
923,-3159.041139277476304,764.672813174176554,-3250.271942550192307,91.230803272716670
923,-3157.846783281915123,772.902520694789473,-3250.059448097068071,92.212664815156614
923,-3156.652418419323567,768.243347047263001,-3248.309211301898358,91.656792882576198
923,-3155.458189706538178,774.934303378796926,-3247.913260375732989,92.455070669195152
923,-3154.263733452047290,772.067609867957458,-3246.376787578709809,92.113054126662263
923,-3153.069453737900403,767.978983433183430,-3244.694706196318748,91.625252458419496
923,-3151.875196144740585,779.185364951246243,-3244.837448127735570,92.962251982999973
923,-3150.680857021398879,780.018524714630416,-3243.742510778807628,93.061653757403846
923,-3149.486525770061689,767.846113746324704,-3241.095925947542128,91.609400177477724
923,-3148.292208497271076,777.653474464288934,-3241.071695254095630,92.779486756823175
923,-3147.097835035916432,774.029653475203986,-3239.444974658050342,92.347139622133696
923,-3145.903566852606218,784.977318171836487,-3239.556839276935989,93.653272424329444
923,-3144.709233183301421,779.881623190804930,-3237.754553633476462,93.045320450174103
923,-3143.514873731414809,779.050300119129247,-3236.461011537322065,92.946137805909004
923,-3142.320597147503577,792.830597069598980,-3236.910820552462155,94.590223404963396
923,-3141.126230087699696,783.515055714492632,-3234.605044395723326,93.478814308020588
923,-3139.932044279009915,808.708144224016678,-3236.416569869096293,96.484525590083422
923,-3138.737617505725666,810.519167793374550,-3235.438210846793936,96.700593341064092
923,-3137.543348585828426,812.626357384126209,-3234.495344351165841,96.951995765342772
923,-3136.348993727799552,812.466859559474187,-3233.281960289531980,96.932966561724584
923,-3135.154650808739916,803.443234167250694,-3231.011035885179353,95.856385076438983
923,-3133.960316207121195,798.828719687964849,-3229.266157501429461,95.305841294306376
923,-3132.766065264280769,794.246924116998343,-3227.525266370557802,94.759201106282205
923,-3131.571738797949365,810.495951636474729,-3228.269562289466194,96.697823491519856
923,-3130.377362680857459,788.330807777122004,-3224.430729819143380,94.053367138285722
923,-3129.183107341017603,790.579905686731763,-3223.504807556405012,94.321700215383970
923,-3127.988898358638835,790.397398366361926,-3222.288824176990147,94.299925818343141
923,-3126.794537460016727,782.517299200866091,-3220.154312452600607,93.359774992589635
923,-3125.600222360142197,778.355283060689317,-3218.463439780439330,92.863217420304295
923,-3124.405945945785788,783.662980549149324,-3217.902408718950483,93.496462773164282
923,-3123.211305951270788,779.067231169461024,-3216.159463749644146,92.948157798375732
923,-3122.017064116513666,773.215948018503809,-3214.267122998800915,92.250058882288897
923,-3120.822698091019902,776.129857655032424,-3213.420406729156639,92.597708638138457
923,-3119.628540032232650,777.636548983503758,-3212.406007461077024,92.777467428842201
923,-3118.434108580918291,774.662491610585107,-3210.856750209186430,92.422641628269830
923,-3117.239990241833766,786.723895475705035,-3211.101641527891843,93.861651286065509
923,-3116.045932388262827,782.947254830762063,-3209.457004088174472,93.411071699902053
923,-3114.851640696041159,776.792527828397056,-3207.528410510646154,92.676769814603929
923,-3113.656805711210836,792.925618498430140,-3208.258365835795757,94.601560124578725
923,-3112.462617576179582,789.220102169374400,-3206.622083741862753,94.159466165677870
923,-3111.268306209115508,807.401690982731225,-3207.596962809765500,96.328656600645076
923,-3110.073811238684812,810.308739162318147,-3206.749298975474630,96.675487736795105
923,-3108.879761413659253,812.292346840136588,-3205.791907390034339,96.912145976380984
923,-3107.685267566056609,816.532639372128870,-3205.103310034561218,97.418042468501923
923,-3106.490947266945568,812.595734286406014,-3203.439289483012089,96.948342216065896
923,-3105.296506481703091,822.116697024375071,-3203.380765999331288,98.084259517622513
923,-3104.102274972857685,829.787318421896202,-3203.101693156560032,98.999418183708784
923,-3102.907644887580318,821.128387776663658,-3200.873992214528243,97.966347326948011
923,-3101.713344380186754,812.347487514757063,-3198.632069023873555,96.918724643691078
923,-3100.519231523809140,827.906579004055061,-3199.294264369261782,98.775032845456423
923,-3099.324763754421838,839.312539272333652,-3199.460607262224130,100.135843507799976
923,-3098.130777540725376,829.707404938400600,-3197.120661488146652,98.989883947410533
923,-3096.936383774984733,840.838787866503026,-3197.254319391784520,100.317935616792354
923,-3095.742090441647179,845.832566620599778,-3196.655818715440546,100.913728273799606
923,-3094.547522735742405,837.820112018235022,-3194.505309256458077,99.957786520718130
923,-3093.353199853078422,857.789263626916636,-3195.693445525668722,102.340245672589887
923,-3092.158979687914780,847.614756627360862,-3193.285335667444997,101.126355979532718
923,-3090.964641153196226,852.133344972035729,-3192.630096257531022,101.665455104336473
923,-3089.770431571654171,863.343802315118069,-3192.773372474937787,103.002940903286856
923,-3088.576053453572968,851.757288856182868,-3190.196642438789240,101.620588985214866
923,-3087.381692471558381,882.897426898299955,-3192.717517252606285,105.335824781048785
923,-3086.187458124245950,869.032396489435314,-3189.869088013294004,103.681629889052104
923,-3084.993489933669025,871.126681577899149,-3188.924982649823505,103.931492716147304
923,-3083.799048486125230,884.953331133340498,-3189.380156990599517,105.581108504470137
923,-3082.604719419879984,891.958217914548186,-3189.021559804538811,106.416840384659793
923,-3081.410103767280361,892.164389946095525,-3187.851541914184054,106.441438146900438
923,-3080.215887748889145,884.073893582075925,-3185.692073215891924,105.476185466998643
923,-3079.021587068152712,885.927840397529735,-3184.718961328949717,105.697374260800203
923,-3077.827137078787473,903.902690898918650,-3185.669036451106876,107.841899372320199
923,-3076.632626118921962,912.206569947430353,-3185.465236214599827,108.832610095682298
923,-3075.438138097137653,901.501079300186348,-3182.993508444847976,107.555370347714273
923,-3074.243808392949632,908.326786580534190,-3182.613533255906077,108.369724862955692
923,-3073.049490720745325,921.967230490967381,-3183.046615739039225,109.997125018297197
923,-3071.855153242276629,908.282201725839741,-3180.219558820912880,108.364405578632031
923,-3070.660919696349993,930.838117884919029,-3181.716403490782341,111.055483794428568
923,-3069.466599241664881,921.319247079688694,-3179.386415316715556,109.919816075047436
923,-3068.272460949150627,930.262409975103765,-3179.259258772066460,110.986797822915094
923,-3067.078102852330176,921.144401126569051,-3176.977058584923270,109.898955732588277
923,-3065.883842712083151,925.466239210575509,-3176.298423890252252,110.414581178171474
923,-3064.689327146655160,941.590177309580667,-3177.027606669202669,112.338279522546586
923,-3063.495147367376831,934.149849280129274,-3174.945743829867297,111.450596462491433
923,-3062.300877666757970,938.760295565530782,-3174.301532547466195,112.000654880702044
923,-3061.106580820066483,950.402944801815238,-3174.496285008855011,113.389704188783995
923,-3059.912300872284050,962.980591266325177,-3174.802606063831263,114.890305191550340
923,-3058.717730393112561,963.525333030832371,-3173.673027078926225,114.955296685815625
923,-3057.523396851731832,959.321829012931062,-3171.977186171900939,114.453789320173371
923,-3056.329067028589179,962.134824383082105,-3171.118466328345221,114.789399299761811
923,-3055.134877130207315,973.560804658488792,-3171.287475618885310,116.152598488675977
923,-3053.940671071781708,967.405403002601474,-3169.358887184283503,115.418216112503984
923,-3052.746559893795620,990.802935396292924,-3170.956264912533697,118.209705018740010
923,-3051.551647832201979,972.994863019705122,-3167.636725533655408,116.085077701455077
923,-3050.357448780353025,984.030162199551796,-3167.759114689455600,117.401665909100572
923,-3049.162888967473464,966.465320943661595,-3164.468946729498384,115.306057762028260
923,-3047.968576846611995,1006.862739184365751,-3168.094328538837999,120.125751692226387
923,-3046.774292586246702,997.923999598619048,-3165.833590262321650,119.059297676072632
1415,-4999.620050952695237,514.537748814940301,-5093.730496591381780,94.110445638688418
1415,-4997.789145459004430,522.002030948970287,-5093.264829935125817,95.475684476119227
1415,-4995.958215210078379,528.331326398697684,-5092.591546169329376,96.633330959248156
1415,-4994.127210263435700,528.618767552282748,-5090.813115042822574,96.685904779383137
1415,-4992.296273252829451,534.636179263029476,-5090.082780075493247,97.786506822662076
1415,-4990.465438585059019,542.281677523335020,-5089.650329199899716,99.184890614841350
1415,-4988.634438319788387,543.354194681344438,-5088.015495431508498,99.381057111717141
1415,-4986.803535990614364,549.164119223437524,-5087.247245141062194,100.443709150450559
1415,-4984.972540036652390,553.980832537023502,-5086.297240013331248,101.324699976681330
1415,-4983.141614167174339,556.143151665009896,-5084.861808579822537,101.720194412641689
1415,-4981.310739723029656,565.032737118886303,-5084.656865081527030,103.346125358494163
1415,-4979.479722504322126,567.307963253758089,-5083.241993317592460,103.762270813273261
1415,-4977.648750296815706,567.646109836736628,-5081.472869100236494,103.824118803413171
1415,-4975.817824981577360,573.059031041240360,-5080.631982762561165,104.814157780992929
1415,-4973.986871889371287,579.073863513927449,-5079.901159963527789,105.914288074154570
1415,-4972.156013810179502,583.842857961419782,-5078.942564791643235,106.786550981464615
1415,-4970.325022014145361,586.564638299580793,-5077.609394508496734,107.284372494356077
1415,-4968.494068927002445,591.759707415129014,-5076.728634620430057,108.234565693424699
1415,-4966.663172713786480,596.220513036117268,-5075.713632684868571,109.050459971085928
1415,-4964.832269978831391,602.576777521130339,-5075.045309147778426,110.213039168938067
1415,-4963.001215795771714,603.312140009203517,-5073.348754895213460,110.347539099444631
1415,-4961.170382977721601,609.485897354795725,-5072.647120190217720,111.476737212502485
1415,-4959.339395314864305,611.735227855420931,-5071.227541595590083,111.888146280719624
1415,-4957.508413514907261,615.704502688765842,-5070.122551667532207,112.614138152625443
1415,-4955.677501125876006,621.751830984990420,-5069.397713151977769,113.720212026101436
1415,-4953.846544506113787,627.152602094541521,-5068.554573222213548,114.708028716097331
