nb_processes,n,e_total,e_pot,e_kin
16,923,-3129.541262079824719,-3146.443719884383427,16.902457804558672
16,923,-3129.541263675939717,-3146.933978096069950,17.392714420130169
16,923,-3129.541275545509507,-3147.478249983722890,17.936974438213490
16,923,-3129.541298479633497,-3148.061932678279391,18.520634198645983
16,923,-3129.541330374735026,-3148.653754705363099,19.112424330628116
16,923,-3129.541367165496467,-3149.208859001544170,19.667491836047827
16,923,-3129.541403142421132,-3149.675453790723168,20.134050648302008
16,923,-3129.541432447504121,-3150.003672500372431,20.462240052868268
16,923,-3129.541450863393948,-3150.154512864198750,20.613062000804675
16,923,-3129.541456453573574,-3150.106538451630513,20.565081998057128
16,923,-3129.541450112386883,-3149.858632540900089,20.317182428513277
16,923,-3129.541434696912802,-3149.428501718277857,19.887067021365244
16,923,-3129.541413309138989,-3148.848348573839303,19.306935264700250
16,923,-3129.541387805872546,-3148.160104400046293,18.618716594173563
16,923,-3129.541359699998793,-3147.411887636698793,17.870527936699951
16,923,-3129.541331397577778,-3146.655211301965210,17.113879904387517
16,923,-3129.541307598571620,-3145.940755415998865,16.399447817427472
16,923,-3129.541294143072719,-3145.311200719175304,15.769906576102553
16,923,-3129.541295180008092,-3144.792600618606230,15.251305438598258
16,923,-3129.541310333487218,-3144.388464571865370,14.847154238378019
16,923,-3129.541334361852932,-3144.080466467175029,14.539132105321876
16,923,-3129.541359124838891,-3143.836456538996572,14.295097414157460
16,923,-3129.541376959436093,-3143.622747766848079,14.081370807411965
16,923,-3129.541383422587387,-3143.415794421153805,13.874410998566455
16,923,-3129.541379077478723,-3143.208844025146846,13.667464947668336
16,923,-3129.541368564683125,-3143.011293303198727,13.469924738515420
16,923,-3129.541358032630797,-3142.841710743685326,13.300352711054323
16,923,-3129.541351651940204,-3142.718693704323414,13.177342052383093
16,923,-3129.541349694296969,-3142.654700471877277,13.113350777580171
16,923,-3129.541350226291797,-3142.655241330420722,13.113891104128868
16,923,-3129.541351712277446,-3142.721360479055875,13.180008766778217
16,923,-3129.541354239478096,-3142.851609003583235,13.310254764105013
16,923,-3129.541358128454704,-3143.042111151968129,13.500753023513296
16,923,-3129.541363201719378,-3143.286149523898530,13.744786322178964
16,923,-3129.541369398388269,-3143.574388942558016,14.033019544169532
16,923,-3129.541377295858183,-3143.895032768573401,14.353655472715021
16,923,-3129.541387450211460,-3144.233215501149971,14.691828050938440
16,923,-3129.541399165077110,-3144.570475063723734,15.029075898646731
16,923,-3129.541410485041524,-3144.885747342200830,15.344336857159083
16,923,-3129.541418557566431,-3145.158445151554588,15.617026593988291
16,923,-3129.541420361243581,-3145.372991358530271,15.831570997286574
16,923,-3129.541414221058858,-3145.523377834048006,15.981963612989219
16,923,-3129.541400159845125,-3145.616023803306234,16.074623643461145
16,923,-3129.541380689041034,-3145.669545598849709,16.128164909808717
16,923,-3129.541360074220393,-3145.710961675002181,16.169601600781657
16,923,-3129.541343620400312,-3145.768941820083455,16.227598199682934
16,923,-3129.541336044546370,-3145.865601733549283,16.324265689002864
16,923,-3129.541340268548993,-3146.009022324538364,16.467682055989240
16,923,-3129.541355696287155,-3146.189034105723294,16.647678409436288
16,923,-3129.541377890076092,-3146.378411948166104,16.837034058089976
16,923,-3129.541399328720672,-3146.540098334782215,16.998699006061656
16,923,-3129.541412207033773,-3146.638754856826836,17.097342649793180
16,923,-3129.541411286179937,-3146.652825168392155,17.111413882212421
16,923,-3129.541396128306133,-3146.582480499647318,17.041084371341242
16,923,-3129.541371785656793,-3146.449957229092433,16.908585443435484
16,923,-3129.541346568970312,-3146.291739031573343,16.750392462603028
16,923,-3129.541328798877203,-3146.145603886094705,16.604275087217278
16,923,-3129.541323155597638,-3146.037859063325413,16.496535907727790
16,923,-3129.541329576217777,-3145.975762353654773,16.434432777436950
16,923,-3129.541343859302287,-3145.947393443530927,16.406049584228494
16,923,-3129.541360300801898,-3145.927745440237231,16.386385139435276
16,923,-3129.541373995629328,-3145.887458945531307,16.346084949902043
16,923,-3129.541382222811535,-3145.800512722309577,16.259130499498063
16,923,-3129.541383937407318,-3145.648952287868269,16.107568350460912
16,923,-3129.541379166188108,-3145.424836964823498,15.883457798635424
16,923,-3129.541368503712420,-3145.130478536835653,15.589110033123180
16,923,-3129.541353461038398,-3144.777500991507168,15.236147530468672
16,923,-3129.541336683043482,-3144.384420303878869,14.843083620835383
16,923,-3129.541321301478092,-3143.972601508482967,14.431280207004836
16,923,-3129.541309555705993,-3143.561608142445948,14.020298586739809
16,923,-3129.541301783874133,-3143.165872832413697,13.624571048539512
16,923,-3129.541296613024315,-3142.794167698265937,13.252871085241578
16,923,-3129.541291862458365,-3142.451740731373320,12.910448868915076
16,923,-3129.541286089428013,-3142.143473106000783,12.602187016572874
16,923,-3129.541279334642695,-3141.876059443793565,12.334780109150840
16,923,-3129.541272949037193,-3141.658061640671804,12.116788691634557
16,923,-3129.541268681990459,-3141.497999324535613,11.956730642545086
16,923,-3129.541268003623827,-3141.401600396033700,11.860332392409994
16,923,-3129.541271693072758,-3141.369480099665452,11.828208406592481
16,923,-3129.541279827715243,-3141.395919651994518,11.854639824279303
16,923,-3129.541292225309007,-3141.468659444147306,11.927367218838233
16,923,-3129.541307948032681,-3141.569401956570800,12.028094008538218
16,923,-3129.541325374942062,-3141.675183559011202,12.133858184069096
16,923,-3129.541341444694808,-3141.761276200193606,12.219934755498755
16,923,-3129.541352091933732,-3141.806037206115434,12.264685114181479
16,923,-3129.541353595319833,-3141.797018858471347,12.255665263151398
16,923,-3129.541344225528974,-3141.736393424320795,12.195049198792043
16,923,-3129.541325564570798,-3141.643216627582660,12.101891063011820
16,923,-3129.541302651046408,-3141.550671741134920,12.009369090088621
16,923,-3129.541282730876901,-3141.498091300449232,11.956808569572557
16,923,-3129.541272862707501,-3141.519693923793511,11.978421061086200
16,923,-3129.541277481845100,-3141.633693629852132,12.092416148006848
16,923,-3129.541296509423319,-3141.835787629751394,12.294491120327898
16,923,-3129.541324930596147,-3142.099661616034155,12.558336685438039
16,923,-3129.541354863875767,-3142.384648188616666,12.843293324740966
16,923,-3129.541377838930202,-3142.648091535333606,13.106713696403418
16,923,-3129.541388094508420,-3142.858234954589989,13.316846860081718
16,923,-3129.541384242176264,-3143.003174621927428,13.461790379751141
16,923,-3129.541369513612608,-3143.092946858445430,13.551577344833031
16,923,-3129.541349822561642,-3143.154701101564115,13.613351279002590
16,923,-3129.541331075954076,-3143.223710049947840,13.682378973993902
16,923,-3129.541317858461753,-3143.333983843024726,13.792665984562943
16,923,-3129.541312929339711,-3143.511034310527975,13.969721381188119
16,923,-3129.541317917250581,-3143.767252282693789,14.225934365443372
16,923,-3129.541333234211834,-3144.099341995819486,14.558008761607592
16,923,-3129.541357240580510,-3144.487891238315569,14.946533997735228
16,923,-3129.541385712976080,-3144.900142549007342,15.358756836031107
16,923,-3129.541412734776259,-3145.296635620858979,15.755222886082636
16,923,-3129.541432722471654,-3145.640368109312021,16.098935386840232
16,923,-3129.541442954898230,-3145.905162555264269,16.363719600365968
16,923,-3129.541443857633112,-3146.080039581564051,16.538595723930854
16,923,-3129.541437726979893,-3146.168792228510029,16.627354501530085
16,923,-3129.541426845583374,-3146.186674231433244,16.645247385849753
16,923,-3129.541412272392336,-3146.156990915406823,16.615578643014281
16,923,-3129.541394547130039,-3146.109059189980599,16.567664642850602
16,923,-3129.541375463457371,-3146.076771675112923,16.535396211655396
16,923,-3129.541359727566487,-3146.095251696305240,16.553891968738810
16,923,-3129.541355219558227,-3146.193018598595700,16.651663379037338
16,923,-3129.541369015658347,-3146.380108389855195,16.838739374196628
16,923,-3129.541401224571018,-3146.638104785819905,17.096703561249061
16,923,-3129.541442391174769,-3146.920723092930530,17.379280701755565
16,923,-3129.541478305145574,-3147.168183725408653,17.626705420263256
16,923,-3129.541498065182623,-3147.328605413171772,17.787107347989249
16,923,-3129.541498750230858,-3147.374782736801990,17.833283986571001
16,923,-3129.541485428364922,-3147.308794175240564,17.767308746875564
16,923,-3129.541466746502010,-3147.154773217076126,17.613306470573967
16,923,-3129.541450567774973,-3146.945711087182190,17.404260519407174
16,923,-3129.541441319289333,-3146.711147012494621,17.169705693205433
16,923,-3129.541439777829510,-3146.469936470556604,16.928496692727208
16,923,-3129.541444509130542,-3146.228511534482550,16.687067025351990
27,923,-3129.540813137607984,-3129.545342113757215,0.004528976149170
27,923,-3129.540855793305582,-3130.081887631428799,0.541031838123442
27,923,-3129.540960719555642,-3131.447155810945787,1.906195091390016
27,923,-3129.541106157557806,-3133.475986745971113,3.934880588413329
27,923,-3129.541265299007591,-3135.938218067264643,6.396952768257218
27,923,-3129.541410940497371,-3138.581737411545873,9.040326471048440
27,923,-3129.541521440465658,-3141.175182025203867,11.633660584738356
27,923,-3129.541584697136386,-3143.541727523157078,14.000142826020468
27,923,-3129.541600489840675,-3145.577754787854246,16.036154298013717
27,923,-3129.541581467415199,-3147.252443008734190,17.710861541318835
27,923,-3129.541548131642230,-3148.588283772694467,19.046735641052404
27,923,-3129.541519934597545,-3149.629625872569704,20.088105937972379
27,923,-3129.541504941500534,-3150.413514733244483,20.872009791744112
27,923,-3129.541497629786136,-3150.957207282225681,21.415709652439528
27,923,-3129.541483997268188,-3151.266656194065490,21.725172196797310
27,923,-3129.541453113953139,-3151.356750749310777,21.815297635357531
27,923,-3129.541404092736684,-3151.267875097635169,21.726471004898332
27,923,-3129.541345779006406,-3151.068144820276757,21.526799041270436
27,923,-3129.541291100681974,-3150.841017427012503,21.299726326330330
27,923,-3129.541250833476624,-3150.665944532341200,21.124693698864494
27,923,-3129.541230727217226,-3150.601259300652600,21.060028573435503
27,923,-3129.541231659165533,-3150.674647024390651,21.133415365225062
27,923,-3129.541250990817844,-3150.881396912146556,21.340145921328578
27,923,-3129.541284698705567,-3151.187764974047241,21.646480275341595
27,923,-3129.541328134483138,-3151.536933611712811,21.995605477229809
27,923,-3129.541375626845365,-3151.856596380314841,22.315220753469390
27,923,-3129.541420355736591,-3152.068268438214545,22.526848082478121
27,923,-3129.541454896734194,-3152.098363709179921,22.556908812445769
27,923,-3129.541472176688785,-3151.890213380412661,22.348741203724053
27,923,-3129.541467587766874,-3151.415061268195132,21.873593680428094
27,923,-3129.541440795382641,-3150.679101622876260,21.137660827493558
27,923,-3129.541397319620046,-3149.723387244104288,20.181989924484128
27,923,-3129.541348331158133,-3148.614657837699269,19.073309506541090
27,923,-3129.541306710666049,-3147.428181912765467,17.886875202099354
27,923,-3129.541282669703378,-3146.227672829541916,16.686390159838425
27,923,-3129.541278827476162,-3145.049981957670752,15.508703130194521
27,923,-3129.541288377113688,-3143.901429378101966,14.360141000988396
27,923,-3129.541298351956812,-3142.767968305984141,13.226669954027171
27,923,-3129.541295395558336,-3141.634940285573975,12.093644890015680
27,923,-3129.541272290899542,-3140.507277418875674,10.966005127976306
27,923,-3129.541231707093630,-3139.420335497858559,9.879103790765063
27,923,-3129.541185249950104,-3138.435733452304703,8.894548202354645
27,923,-3129.541147801916395,-3137.623842738822532,8.082694936905934
27,923,-3129.541130672634154,-3137.041229288820887,7.500098616186956
27,923,-3129.541137110484215,-3136.713366599206893,7.172229488722691
27,923,-3129.541162844334849,-3136.629048553755183,7.087885709420357
27,923,-3129.541199354863238,-3136.746401657605475,7.205202302742252
27,923,-3129.541237096636451,-3137.005946251229943,7.464709154593526
27,923,-3129.541268241078797,-3137.345376969934478,7.804108728855851
27,923,-3129.541288206427453,-3137.712011685026482,8.170723478599127
27,923,-3129.541295868914403,-3138.070477806640611,8.529181937726207
27,923,-3129.541293457763913,-3138.404768070246064,8.863474612482317
27,923,-3129.541284653611910,-3138.715412614535126,9.174127960923048
27,923,-3129.541273327633007,-3139.013884003318708,9.472610675685665
27,923,-3129.541262088949679,-3139.316761590262104,9.775499501312614
27,923,-3129.541252653712945,-3139.641293842147206,10.100041188434162
27,923,-3129.541246349101584,-3140.002445070711929,10.461198721610380
27,923,-3129.541244395417834,-3140.410574847295720,10.869330451877765
27,923,-3129.541247968787957,-3140.869235035850579,11.327987067062551
27,923,-3129.541256990007241,-3141.373589201123650,11.832332211116420
27,923,-3129.541270001749581,-3141.910512889428901,12.369242887679263
27,923,-3129.541284268334948,-3142.460951621118511,12.919667352783616
27,923,-3129.541296923733626,-3143.004035291850414,13.462738368116597
27,923,-3129.541305632167223,-3143.521627738165989,13.980322105998992
27,923,-3129.541309198624731,-3144.001964859732652,14.460655661107733
27,923,-3129.541307427707579,-3144.441659923764746,14.900352496057277
27,923,-3129.541300941711597,-3144.846080691695988,15.304779749984418
27,923,-3129.541290869157365,-3145.228443157791389,15.687152288633806
27,923,-3129.541279141997620,-3145.607843892374603,16.066564750376795
27,923,-3129.541268408939686,-3146.006162427891923,16.464894018952169
27,923,-3129.541262079824719,-3146.443719884383427,16.902457804558644
27,923,-3129.541263675939717,-3146.933978096069950,17.392714420130140
27,923,-3129.541275545509507,-3147.478249983722890,17.936974438213465
27,923,-3129.541298479633952,-3148.061932678279845,18.520634198645965
27,923,-3129.541330374735026,-3148.653754705363099,19.112424330628102
27,923,-3129.541367165496922,-3149.208859001544624,19.667491836047823
27,923,-3129.541403142421132,-3149.675453790723168,20.134050648302004
27,923,-3129.541432447504576,-3150.003672500372886,20.462240052868264
27,923,-3129.541450863393948,-3150.154512864198750,20.613062000804671
27,923,-3129.541456453573574,-3150.106538451630513,20.565081998057114
27,923,-3129.541450112386428,-3149.858632540899634,20.317182428513256
27,923,-3129.541434696912802,-3149.428501718277857,19.887067021365208
27,923,-3129.541413309138989,-3148.848348573839303,19.306935264700204
27,923,-3129.541387805873001,-3148.160104400046293,18.618716594173506
27,923,-3129.541359699998793,-3147.411887636698793,17.870527936699883
27,923,-3129.541331397577324,-3146.655211301964755,17.113879904387446
27,923,-3129.541307598572075,-3145.940755415999320,16.399447817427411
27,923,-3129.541294143072719,-3145.311200719175304,15.769906576102507
27,923,-3129.541295180009001,-3144.792600618607139,15.251305438598228
27,923,-3129.541310333487672,-3144.388464571865825,14.847154238378000
27,923,-3129.541334361853842,-3144.080466467175484,14.539132105321862
27,923,-3129.541359124839346,-3143.836456538996572,14.295097414157445
27,923,-3129.541376959436548,-3143.622747766848534,14.081370807411940
27,923,-3129.541383422586932,-3143.415794421153350,13.874410998566418
27,923,-3129.541379077478723,-3143.208844025146846,13.667464947668282
27,923,-3129.541368564684035,-3143.011293303199182,13.469924738515354
27,923,-3129.541358032631251,-3142.841710743685326,13.300352711054238
27,923,-3129.541351651940204,-3142.718693704323414,13.177342052382992
27,923,-3129.541349694297423,-3142.654700471877277,13.113350777580063
27,923,-3129.541350226292252,-3142.655241330421177,13.113891104128761
27,923,-3129.541351712277901,-3142.721360479055875,13.180008766778133
27,923,-3129.541354239478096,-3142.851609003583235,13.310254764104952
27,923,-3129.541358128455158,-3143.042111151968584,13.500753023513258
27,923,-3129.541363201719378,-3143.286149523898530,13.744786322178941
27,923,-3129.541369398388724,-3143.574388942558016,14.033019544169507
27,923,-3129.541377295859547,-3143.895032768574310,14.353655472714983
27,923,-3129.541387450211460,-3144.233215501149971,14.691828050938394
27,923,-3129.541399165076655,-3144.570475063723279,15.029075898646683
27,923,-3129.541410485042434,-3144.885747342201284,15.344336857159037
27,923,-3129.541418557566431,-3145.158445151554588,15.617026593988243
27,923,-3129.541420361243581,-3145.372991358530271,15.831570997286521
27,923,-3129.541414221058858,-3145.523377834048006,15.981963612989144
27,923,-3129.541400159845125,-3145.616023803306234,16.074623643461035
27,923,-3129.541380689041034,-3145.669545598849709,16.128164909808561
27,923,-3129.541360074220847,-3145.710961675002181,16.169601600781462
27,923,-3129.541343620400767,-3145.768941820083455,16.227598199682703
27,923,-3129.541336044546824,-3145.865601733549283,16.324265689002623
27,923,-3129.541340268548993,-3146.009022324537909,16.467682055989009
27,923,-3129.541355696288065,-3146.189034105724204,16.647678409436089
27,923,-3129.541377890076092,-3146.378411948166104,16.837034058089834
27,923,-3129.541399328720672,-3146.540098334782215,16.998699006061571
27,923,-3129.541412207033773,-3146.638754856826836,17.097342649793141
27,923,-3129.541411286180391,-3146.652825168392610,17.111413882212403
27,923,-3129.541396128306133,-3146.582480499647318,17.041084371341217
27,923,-3129.541371785657248,-3146.449957229092888,16.908585443435431
27,923,-3129.541346568970766,-3146.291739031573798,16.750392462602932
27,923,-3129.541328798878112,-3146.145603886095159,16.604275087217147
27,923,-3129.541323155598093,-3146.037859063325868,16.496535907727630
27,923,-3129.541329576217322,-3145.975762353654318,16.434432777436783
27,923,-3129.541343859302287,-3145.947393443530473,16.406049584228349
27,923,-3129.541360300802353,-3145.927745440237686,16.386385139435173
27,923,-3129.541373995629783,-3145.887458945531762,16.346084949901993
27,923,-3129.541382222811535,-3145.800512722309577,16.259130499498070
27,923,-3129.541383937408227,-3145.648952287869179,16.107568350460959
27,923,-3129.541379166187653,-3145.424836964823044,15.883457798635483
27,923,-3129.541368503712420,-3145.130478536835653,15.589110033123221
27,923,-3129.541353461038852,-3144.777500991507623,15.236147530468669
27,923,-3129.541336683043482,-3144.384420303878869,14.843083620835330
27,923,-3129.541321301478092,-3143.972601508482967,14.431280207004736
27,923,-3129.541309555707358,-3143.561608142446858,14.020298586739681
27,923,-3129.541301783874133,-3143.165872832413697,13.624571048539380
27,923,-3129.541296613023860,-3142.794167698265483,13.252871085241468
27,923,-3129.541291862458820,-3142.451740731373775,12.910448868915001
27,923,-3129.541286089428468,-3142.143473106001238,12.602187016572833
27,923,-3129.541279334642695,-3141.876059443793565,12.334780109150831
27,923,-3129.541272949037648,-3141.658061640672258,12.116788691634568
27,923,-3129.541268681990005,-3141.497999324535158,11.956730642545102
27,923,-3129.541268003624282,-3141.401600396034155,11.860332392409994
27,923,-3129.541271693073213,-3141.369480099665452,11.828208406592452
27,923,-3129.541279827715243,-3141.395919651994518,11.854639824279250
27,923,-3129.541292225309007,-3141.468659444147306,11.927367218838157
27,923,-3129.541307948033591,-3141.569401956571710,12.028094008538137
27,923,-3129.541325374942062,-3141.675183559011202,12.133858184069021
27,923,-3129.541341444694808,-3141.761276200193606,12.219934755498699
27,923,-3129.541352091934186,-3141.806037206115434,12.264685114181443
27,923,-3129.541353595320288,-3141.797018858471802,12.255665263151387
27,923,-3129.541344225528519,-3141.736393424320340,12.195049198792045
27,923,-3129.541325564570798,-3141.643216627582660,12.101891063011818
27,923,-3129.541302651046863,-3141.550671741135375,12.009369090088597
27,923,-3129.541282730876901,-3141.498091300449232,11.956808569572502
27,923,-3129.541272862707956,-3141.519693923793966,11.978421061086099
27,923,-3129.541277481845555,-3141.633693629852132,12.092416148006695
27,923,-3129.541296509424228,-3141.835787629751849,12.294491120327706
27,923,-3129.541324930595692,-3142.099661616033700,12.558336685437819
27,923,-3129.541354863875767,-3142.384648188616666,12.843293324740735
27,923,-3129.541377838930657,-3142.648091535334061,13.106713696403190
27,923,-3129.541388094508875,-3142.858234954590444,13.316846860081515
27,923,-3129.541384242176264,-3143.003174621927428,13.461790379750971
27,923,-3129.541369513612608,-3143.092946858445430,13.551577344832895
27,923,-3129.541349822562097,-3143.154701101564569,13.613351279002474
27,923,-3129.541331075954076,-3143.223710049947840,13.682378973993789
27,923,-3129.541317858461753,-3143.333983843024726,13.792665984562804
27,923,-3129.541312929340165,-3143.511034310527975,13.969721381187952
27,923,-3129.541317917250581,-3143.767252282693789,14.225934365443178
27,923,-3129.541333234212289,-3144.099341995819486,14.558008761607381
27,923,-3129.541357240580055,-3144.487891238315115,14.946533997735015
27,923,-3129.541385712976535,-3144.900142549007342,15.358756836030908
27,923,-3129.541412734776713,-3145.296635620858979,15.755222886082473
27,923,-3129.541432722472564,-3145.640368109312476,16.098935386840115
27,923,-3129.541442954898230,-3145.905162555264269,16.363719600365890
27,923,-3129.541443857633567,-3146.080039581564506,16.538595723930793
27,923,-3129.541437726980348,-3146.168792228510483,16.627354501530007
27,923,-3129.541426845583828,-3146.186674231433244,16.645247385849633
27,923,-3129.541412272393245,-3146.156990915407277,16.615578643014086
27,923,-3129.541394547130039,-3146.109059189980599,16.567664642850332
27,923,-3129.541375463457371,-3146.076771675112468,16.535396211655065
27,923,-3129.541359727566942,-3146.095251696305240,16.553891968738462
27,923,-3129.541355219557772,-3146.193018598594790,16.651663379037046
27,923,-3129.541369015658802,-3146.380108389855195,16.838739374196443
27,923,-3129.541401224571928,-3146.638104785820815,17.096703561249011
27,923,-3129.541442391175224,-3146.920723092930984,17.379280701755633
27,923,-3129.541478305145574,-3147.168183725409108,17.626705420263391
27,923,-3129.541498065182623,-3147.328605413172227,17.787107347989384
27,923,-3129.541498750231312,-3147.374782736802445,17.833283986571079
27,923,-3129.541485428365377,-3147.308794175241019,17.767308746875536
27,923,-3129.541466746502010,-3147.154773217075672,17.613306470573828
27,923,-3129.541450567775883,-3146.945711087182644,17.404260519406936
27,923,-3129.541441319289333,-3146.711147012494621,17.169705693205131
27,923,-3129.541439777829510,-3146.469936470556604,16.928496692726888
27,923,-3129.541444509130542,-3146.228511534482095,16.687067025351713
